code project,Length(km),Type of road,constructed road Type,Number Line,width road(m),slope land%,Cost Estimation(milion_rials)
53,4.90885274,Mainroad ,Highway ,1,6.55,0-5 %,368163.9555
53,4.910657463,Mainroad ,Highway ,1,6.55,0-5 %,368299.3097
53,4.935590768,Mainroad ,Highway ,1,6.55,0-5 %,370169.3076
53,4.959793801,Mainroad ,Highway ,1,6.55,0-5 %,371984.5351
53,4.962157647,Mainroad ,Highway ,1,6.55,0-5 %,372161.8235
53,4.969045152,Mainroad ,Highway ,1,6.55,0-5 %,372678.3864
53,4.982638002,Mainroad ,Highway ,1,6.55,0-5 %,373697.8501
53,4.98408658,Mainroad ,Highway ,1,6.55,0-5 %,373806.4935
53,4.984784781,Mainroad ,Highway ,1,6.55,0-5 %,373858.8586
53,4.985538817,Mainroad ,Highway ,1,6.55,0-5 %,373915.4113
53,4.985582212,Mainroad ,Highway ,1,6.55,0-5 %,373918.6659
53,4.988716128,Mainroad ,Highway ,1,6.55,0-5 %,374153.7096
53,4.992262393,Mainroad ,Highway ,1,6.55,0-5 %,374419.6795
53,4.996365155,Mainroad ,Highway ,1,6.55,0-5 %,374727.3866
53,4.99680747,Mainroad ,Highway ,1,6.55,0-5 %,374760.5603
53,0.75627334,Secondary Road class 1,Highway ,1,7.7,0-5 %,64283.23389
53,0.262043419,Mainroad ,Highway ,1,6.55,5-33 %,28824.77606
53,0.262363971,Mainroad ,Highway ,1,6.55,5-33 %,28860.03681
53,0.619880901,Mainroad ,Highway ,1,6.55,5-33 %,68186.8991
53,0.98419234,Mainroad ,Highway ,1,6.55,5-33 %,108261.1574
53,1.007156877,Mainroad ,Highway ,1,6.55,5-33 %,110787.2565
53,1.010171815,Mainroad ,Highway ,1,6.55,5-33 %,111118.8996
53,1.219751324,Mainroad ,Highway ,1,6.55,5-33 %,134172.6456
53,1.232550819,Mainroad ,Highway ,1,6.55,5-33 %,135580.5901
53,3.544621997,Mainroad ,Highway ,1,6.55,5-33 %,389908.4196
53,4.222654524,Mainroad ,Highway ,1,6.55,5-33 %,464491.9976
53,4.32023,Mainroad ,Highway ,1,6.55,5-33 %,475225.3
53,4.460226955,Mainroad ,Highway ,1,6.55,5-33 %,490624.9651
53,4.472182548,Mainroad ,Highway ,1,6.55,5-33 %,491940.0803
53,4.596965457,Mainroad ,Highway ,1,6.55,5-33 %,505666.2003
53,4.631608558,Mainroad ,Highway ,1,6.55,5-33 %,509476.9414
53,4.66587235,Mainroad ,Highway ,1,6.55,5-33 %,513245.9585
53,4.68118389,Mainroad ,Highway ,1,6.55,5-33 %,514930.2279
53,4.68768688,Mainroad ,Highway ,1,6.55,5-33 %,515645.5568
53,4.702535484,Mainroad ,Highway ,1,6.55,5-33 %,517278.9032
53,4.702687757,Mainroad ,Highway ,1,6.55,5-33 %,517295.6533
53,4.717285718,Mainroad ,Highway ,1,6.55,5-33 %,518901.429
53,4.727043692,Mainroad ,Highway ,1,6.55,5-33 %,519974.8061
53,4.770116904,Mainroad ,Highway ,1,6.55,5-33 %,524712.8595
53,4.810993477,Mainroad ,Highway ,1,6.55,5-33 %,529209.2824
53,4.819107577,Mainroad ,Highway ,1,6.55,5-33 %,530101.8334
53,4.840902487,Mainroad ,Highway ,1,6.55,5-33 %,532499.2735
53,4.843722755,Mainroad ,Highway ,1,6.55,5-33 %,532809.5031
53,4.865229133,Mainroad ,Highway ,1,6.55,5-33 %,535175.2047
53,4.880466907,Mainroad ,Highway ,1,6.55,5-33 %,536851.3598
53,4.897206169,Mainroad ,Highway ,1,6.55,5-33 %,538692.6786
53,4.916063911,Mainroad ,Highway ,1,6.55,5-33 %,540767.0302
53,4.937303688,Mainroad ,Highway ,1,6.55,5-33 %,543103.4057
53,4.940508433,Mainroad ,Highway ,1,6.55,5-33 %,543455.9276
53,4.947202721,Mainroad ,Highway ,1,6.55,5-33 %,544192.2993
53,4.954362465,Mainroad ,Highway ,1,6.55,5-33 %,544979.8711
53,4.96225393,Mainroad ,Highway ,1,6.55,5-33 %,545847.9323
53,4.963556789,Mainroad ,Highway ,1,6.55,5-33 %,545991.2468
53,4.967612535,Mainroad ,Highway ,1,6.55,5-33 %,546437.3789
53,4.980731743,Mainroad ,Highway ,1,6.55,5-33 %,547880.4917
53,4.983627879,Mainroad ,Highway ,1,6.55,5-33 %,548199.0667
53,4.983970535,Mainroad ,Highway ,1,6.55,5-33 %,548236.7589
53,4.996108121,Mainroad ,Highway ,1,6.55,5-33 %,549571.8933
53,4.997501787,Mainroad ,Highway ,1,6.55,5-33 %,549725.1966
53,0.756408321,Secondary Road class 1,Highway ,1,7.7,5-33 %,94551.04007
53,1.668122162,Secondary Road class 1,Highway ,1,7.7,5-33 %,208515.2703
53,4.92431462,Secondary Road class 1,Highway ,1,7.7,5-33 %,615539.3274
53,4.936096588,Secondary Road class 1,Highway ,1,7.7,5-33 %,617012.0735
53,4.951757329,Secondary Road class 1,Highway ,1,7.7,5-33 %,618969.6662
53,4.958234061,Secondary Road class 1,Highway ,1,7.7,5-33 %,619779.2576
53,4.960346776,Secondary Road class 1,Highway ,1,7.7,5-33 %,620043.3471
53,4.960367142,Secondary Road class 1,Highway ,1,7.7,5-33 %,620045.8928
53,4.990546398,Secondary Road class 1,Highway ,1,7.7,5-33 %,623818.2998
53,4.995106975,Secondary Road class 1,Highway ,1,7.7,5-33 %,624388.3718
53,4.838964765,Mainroad ,Highway ,1,6.55,33-70 %,1451689.43
53,3.994505816,Secondary Road class 1,Highway ,1,7.7,33-70 %,1278241.861
54,4.994973329,Mainroad ,Highway ,0,0.3,5-33 %,224773.7998
54,4.996203591,Mainroad ,Highway ,0,0.3,5-33 %,224829.1616
54,2.465212374,Secondary Road class 1,Highway ,0,2.6,0-5 %,135586.6806
54,3.553699116,Secondary Road class 1,Highway ,0,2.6,0-5 %,195453.4514
54,4.679108621,Secondary Road class 1,Highway ,0,2.6,0-5 %,257350.9742
54,4.865457315,Secondary Road class 1,Highway ,0,2.6,0-5 %,267600.1523
54,4.886071266,Secondary Road class 1,Highway ,0,2.6,0-5 %,268733.9197
54,4.930559444,Secondary Road class 1,Highway ,0,2.6,0-5 %,271180.7694
54,4.95872836,Secondary Road class 1,Highway ,0,2.6,0-5 %,272730.0598
54,4.973880612,Secondary Road class 1,Highway ,0,2.6,0-5 %,273563.4337
54,4.975209113,Secondary Road class 1,Highway ,0,2.6,0-5 %,273636.5012
54,4.986286304,Secondary Road class 1,Highway ,0,2.6,0-5 %,274245.7467
54,0.733327368,Secondary Road class 1,Highway ,1,7.7,0-5 %,62332.82626
54,3.524960163,Secondary Road class 1,Highway ,1,7.7,0-5 %,299621.6139
54,3.632273424,Secondary Road class 1,Highway ,1,7.7,0-5 %,308743.241
54,4.064798091,Secondary Road class 1,Highway ,1,7.7,0-5 %,345507.8378
54,4.192596795,Secondary Road class 1,Highway ,1,7.7,0-5 %,356370.7275
54,4.466996043,Secondary Road class 1,Highway ,1,7.7,0-5 %,379694.6637
54,4.490777133,Secondary Road class 1,Highway ,1,7.7,0-5 %,381716.0563
54,4.56629493,Secondary Road class 1,Highway ,1,7.7,0-5 %,388135.0691
54,4.608942833,Secondary Road class 1,Highway ,1,7.7,0-5 %,391760.1408
54,4.647659716,Secondary Road class 1,Highway ,1,7.7,0-5 %,395051.0759
54,4.685059248,Secondary Road class 1,Highway ,1,7.7,0-5 %,398230.0361
54,4.688358981,Secondary Road class 1,Highway ,1,7.7,0-5 %,398510.5134
54,4.719205744,Secondary Road class 1,Highway ,1,7.7,0-5 %,401132.4882
54,4.720383675,Secondary Road class 1,Highway ,1,7.7,0-5 %,401232.6124
54,4.725882003,Secondary Road class 1,Highway ,1,7.7,0-5 %,401699.9703
54,4.734157486,Secondary Road class 1,Highway ,1,7.7,0-5 %,402403.3863
54,4.741332092,Secondary Road class 1,Highway ,1,7.7,0-5 %,403013.2278
54,4.747637497,Secondary Road class 1,Highway ,1,7.7,0-5 %,403549.1873
54,4.845529972,Secondary Road class 1,Highway ,1,7.7,0-5 %,411870.0476
54,4.910248233,Secondary Road class 1,Highway ,1,7.7,0-5 %,417371.0998
54,4.916952903,Secondary Road class 1,Highway ,1,7.7,0-5 %,417940.9967
54,5,Secondary Road class 1,Highway ,1,7.7,0-5 %,425000
54,3.28271263,Secondary Road class 1,Highway ,0,2.6,5-33 %,279030.5736
54,3.540838512,Secondary Road class 1,Highway ,0,2.6,5-33 %,300971.2736
54,4.047897277,Secondary Road class 1,Highway ,0,2.6,5-33 %,344071.2686
54,4.200161102,Secondary Road class 1,Highway ,0,2.6,5-33 %,357013.6937
54,4.450963437,Secondary Road class 1,Highway ,0,2.6,5-33 %,378331.8921
54,4.572814392,Secondary Road class 1,Highway ,0,2.6,5-33 %,388689.2233
54,4.59533237,Secondary Road class 1,Highway ,0,2.6,5-33 %,390603.2514
54,4.613029629,Secondary Road class 1,Highway ,0,2.6,5-33 %,392107.5185
54,4.681984385,Secondary Road class 1,Highway ,0,2.6,5-33 %,397968.6727
54,4.697260519,Secondary Road class 1,Highway ,0,2.6,5-33 %,399267.1442
54,4.707511922,Secondary Road class 1,Highway ,0,2.6,5-33 %,400138.5134
54,4.77005426,Secondary Road class 1,Highway ,0,2.6,5-33 %,405454.6121
54,4.823666576,Secondary Road class 1,Highway ,0,2.6,5-33 %,410011.6589
54,4.939229686,Secondary Road class 1,Highway ,0,2.6,5-33 %,419834.5233
54,4.962645595,Secondary Road class 1,Highway ,0,2.6,5-33 %,421824.8756
54,4.962828905,Secondary Road class 1,Highway ,0,2.6,5-33 %,421840.4569
54,4.966587427,Secondary Road class 1,Highway ,0,2.6,5-33 %,422159.9313
54,4.977270421,Secondary Road class 1,Highway ,0,2.6,5-33 %,423067.9858
54,0.499532298,Secondary Road class 1,Highway ,1,7.7,5-33 %,62441.53721
54,2.523326211,Secondary Road class 1,Highway ,1,7.7,5-33 %,315415.7764
54,2.624154749,Secondary Road class 1,Highway ,1,7.7,5-33 %,328019.3437
54,3.385760747,Secondary Road class 1,Highway ,1,7.7,5-33 %,423220.0933
54,3.440260764,Secondary Road class 1,Highway ,1,7.7,5-33 %,430032.5955
54,3.56983221,Secondary Road class 1,Highway ,1,7.7,5-33 %,446229.0263
54,3.786403606,Secondary Road class 1,Highway ,1,7.7,5-33 %,473300.4507
54,3.834134524,Secondary Road class 1,Highway ,1,7.7,5-33 %,479266.8155
54,3.913628502,Secondary Road class 1,Highway ,1,7.7,5-33 %,489203.5627
54,3.953501001,Secondary Road class 1,Highway ,1,7.7,5-33 %,494187.6252
54,3.988601003,Secondary Road class 1,Highway ,1,7.7,5-33 %,498575.1253
54,4.006953928,Secondary Road class 1,Highway ,1,7.7,5-33 %,500869.241
54,4.028947119,Secondary Road class 1,Highway ,1,7.7,5-33 %,503618.3899
54,4.169291176,Secondary Road class 1,Highway ,1,7.7,5-33 %,521161.397
54,4.232472283,Secondary Road class 1,Highway ,1,7.7,5-33 %,529059.0353
54,4.302410088,Secondary Road class 1,Highway ,1,7.7,5-33 %,537801.261
54,4.353072521,Secondary Road class 1,Highway ,1,7.7,5-33 %,544134.0652
54,4.358305508,Secondary Road class 1,Highway ,1,7.7,5-33 %,544788.1885
54,4.374330675,Secondary Road class 1,Highway ,1,7.7,5-33 %,546791.3343
54,4.43601186,Secondary Road class 1,Highway ,1,7.7,5-33 %,554501.4825
54,4.460895323,Secondary Road class 1,Highway ,1,7.7,5-33 %,557611.9153
54,4.499830756,Secondary Road class 1,Highway ,1,7.7,5-33 %,562478.8445
54,4.569583026,Secondary Road class 1,Highway ,1,7.7,5-33 %,571197.8783
54,4.599234355,Secondary Road class 1,Highway ,1,7.7,5-33 %,574904.2944
54,4.648330174,Secondary Road class 1,Highway ,1,7.7,5-33 %,581041.2717
54,4.724608245,Secondary Road class 1,Highway ,1,7.7,5-33 %,590576.0306
54,4.73245331,Secondary Road class 1,Highway ,1,7.7,5-33 %,591556.6638
54,4.747004088,Secondary Road class 1,Highway ,1,7.7,5-33 %,593375.5109
54,4.785225497,Secondary Road class 1,Highway ,1,7.7,5-33 %,598153.1871
54,4.817464598,Secondary Road class 1,Highway ,1,7.7,5-33 %,602183.0748
54,4.828260683,Secondary Road class 1,Highway ,1,7.7,5-33 %,603532.5854
54,4.834418414,Secondary Road class 1,Highway ,1,7.7,5-33 %,604302.3018
54,4.836443999,Secondary Road class 1,Highway ,1,7.7,5-33 %,604555.4999
54,4.83915706,Secondary Road class 1,Highway ,1,7.7,5-33 %,604894.6325
54,4.848198244,Secondary Road class 1,Highway ,1,7.7,5-33 %,606024.7804
54,4.885532023,Secondary Road class 1,Highway ,1,7.7,5-33 %,610691.5028
54,4.899545689,Secondary Road class 1,Highway ,1,7.7,5-33 %,612443.2112
54,4.911172213,Secondary Road class 1,Highway ,1,7.7,5-33 %,613896.5267
54,5,Secondary Road class 1,Highway ,1,7.7,5-33 %,625000
54,2.624220289,Secondary Road class 1,Highway ,1,7.7,33-70 %,839750.4923
54,2.87549156,Secondary Road class 1,Highway ,1,7.7,33-70 %,920157.2991
54,4.429680148,Secondary Road class 1,Highway ,1,7.7,70-110 %,2702104.89
55,4.279149593,Secondary Road class 1,Highway ,1,7.7,0-5 %,363727.7154
55,4.977244075,Secondary Road class 1,Highway ,1,7.7,0-5 %,423065.7464
55,4.999960472,Secondary Road class 1,Highway ,1,7.7,0-5 %,424996.6401
55,4.66940346,Secondary Road class 1,Highway ,1,7.7,0-5 %,396899.2941
55,4.480175679,Secondary Road class 1,Highway ,1,7.7,0-5 %,380814.9328
55,4.611000287,Secondary Road class 1,Highway ,1,7.7,0-5 %,391935.0244
55,4.999961636,Secondary Road class 1,Highway ,1,7.7,0-5 %,424996.7391
55,4.673924135,Secondary Road class 1,Highway ,1,7.7,5-33 %,584240.5168
55,4.926718302,Secondary Road class 1,Highway ,1,7.7,5-33 %,615839.7877
55,4.178040695,Secondary Road class 1,Highway ,1,7.7,5-33 %,522255.0869
56,0.26201129,Mainroad ,Highway ,0,0.3,0-5 %,9170.395155
56,0.265795499,Mainroad ,Highway ,0,0.3,5-33 %,11960.79745
56,2.151065563,Mainroad ,Highway ,0,0.3,5-33 %,96797.95032
56,2.151065563,Mainroad ,Highway ,0,0.3,5-33 %,96797.95032
56,1.543222562,Mainroad ,Highway ,1,6.55,0-5 %,115741.6921
56,1.543222562,Mainroad ,Highway ,1,6.55,0-5 %,115741.6921
56,4.937738429,Mainroad ,Highway ,1,6.55,0-5 %,370330.3822
56,4.972464133,Mainroad ,Highway ,1,6.55,0-5 %,372934.81
56,1.091147839,Mainroad ,Highway ,1,6.55,0-5 %,81836.08794
56,0.155560017,Mainroad ,Highway ,1,6.55,5-33 %,17111.60187
56,0.155560017,Mainroad ,Highway ,1,6.55,5-33 %,17111.60187
56,1.712169973,Mainroad ,Highway ,1,6.55,5-33 %,188338.6971
56,1.712169973,Mainroad ,Highway ,1,6.55,5-33 %,188338.6971
56,4.804706842,Mainroad ,Highway ,1,6.55,5-33 %,528517.7526
56,0.137399167,Mainroad ,Highway ,1,6.55,5-33 %,15113.90834
56,4.79811513,Mainroad ,Highway ,1,6.55,5-33 %,527792.6643
56,0.137385174,Mainroad ,Highway ,1,6.55,5-33 %,15112.36915
56,2.585462465,Mainroad ,Highway ,1,6.55,5-33 %,284400.8711
56,4.943856185,Mainroad ,Highway ,1,6.55,5-33 %,543824.1804
56,4.823074822,Mainroad ,Highway ,1,6.55,5-33 %,530538.2305
56,2.493266063,Mainroad ,Highway ,1,6.55,5-33 %,274259.2669
56,4.710669602,Mainroad ,Highway ,1,6.55,5-33 %,518173.6562
56,4.928303579,Mainroad ,Highway ,1,6.55,5-33 %,542113.3937
56,2.630911914,Mainroad ,Highway ,1,6.55,5-33 %,289400.3105
56,4.573617848,Mainroad ,Highway ,1,6.55,5-33 %,503097.9632
56,4.933288385,Mainroad ,Highway ,1,6.55,5-33 %,542661.7224
56,4.748226382,Mainroad ,Highway ,1,6.55,5-33 %,522304.9021
56,1.079947942,Mainroad ,Highway ,1,6.55,5-33 %,118794.2736
56,4.697451961,Mainroad ,Highway ,1,6.55,5-33 %,516719.7157
56,4.946148918,Mainroad ,Highway ,1,6.55,5-33 %,544076.381
56,4.56997493,Mainroad ,Highway ,1,6.55,5-33 %,502697.2423
56,4.957534018,Mainroad ,Highway ,1,6.55,5-33 %,545328.742
57,4.999857335,Mainroad ,Highway ,1,6.55,0-5 %,374989.3001
57,4.960082999,Mainroad ,Highway ,1,6.55,5-33 %,545609.1298
57,4.501658603,Mainroad ,Highway ,1,6.55,5-33 %,495182.4464
57,4.995776722,Mainroad ,Highway ,1,6.55,5-33 %,549535.4394
57,4.999993058,Mainroad ,Highway ,1,6.55,5-33 %,549999.2363
57,4.999757935,Mainroad ,Highway ,1,6.55,5-33 %,549973.3729
58,1.051469634,Mainroad ,Highway ,0,0.3,5-33 %,47316.13354
58,1.051469634,Mainroad ,Highway ,0,0.3,5-33 %,47316.13354
58,4.714226856,Mainroad ,Highway ,0,0.3,5-33 %,212140.2085
58,3.924431339,Mainroad ,Highway ,0,0.3,5-33 %,176599.4102
58,4.829629684,Mainroad ,Highway ,1,6.55,0-5 %,362222.2263
58,4.76127805,Mainroad ,Highway ,1,6.55,0-5 %,357095.8538
58,4.836089434,Mainroad ,Highway ,1,6.55,0-5 %,362706.7075
58,0.694827941,Mainroad ,Highway ,1,6.55,0-5 %,52112.09557
58,4.923713061,Mainroad ,Highway ,1,6.55,0-5 %,369278.4796
58,0.355188191,Mainroad ,Highway ,1,6.55,5-33 %,39070.70096
58,0.355188191,Mainroad ,Highway ,1,6.55,5-33 %,39070.70096
58,3.91457295,Mainroad ,Highway ,1,6.55,5-33 %,430603.0245
58,3.91457295,Mainroad ,Highway ,1,6.55,5-33 %,430603.0245
58,4.963618359,Mainroad ,Highway ,1,6.55,5-33 %,545998.0195
58,3.109476479,Mainroad ,Highway ,1,6.55,5-33 %,342042.4127
58,1.701745039,Mainroad ,Highway ,1,6.55,5-33 %,187191.9543
58,4.768885075,Mainroad ,Highway ,1,6.55,5-33 %,524577.3582
58,4.820961774,Mainroad ,Highway ,1,6.55,5-33 %,530305.7952
58,1.746615007,Mainroad ,Highway ,1,6.55,5-33 %,192127.6508
58,4.926448132,Mainroad ,Highway ,1,6.55,5-33 %,541909.2945
58,4.962310721,Mainroad ,Highway ,1,6.55,5-33 %,545854.1794
58,4.656277557,Mainroad ,Highway ,1,6.55,5-33 %,512190.5313
58,4.850707209,Mainroad ,Highway ,1,6.55,5-33 %,533577.793
58,4.934699409,Mainroad ,Highway ,1,6.55,5-33 %,542816.935
58,0.731376417,Secondary Road class 1,Highway ,1,7.7,5-33 %,91422.05207
58,4.972016799,Secondary Road class 1,Highway ,1,7.7,5-33 %,621502.0998
58,4.936348262,Secondary Road class 1,Highway ,1,7.7,5-33 %,617043.5327
58,4.019346981,Secondary Road class 1,Highway ,1,7.7,5-33 %,502418.3726
58,4.985538658,Secondary Road class 1,Highway ,1,7.7,5-33 %,623192.3323
58,4.922236916,Secondary Road class 1,Highway ,1,7.7,5-33 %,615279.6145
58,4.673261325,Mainroad ,Highway ,1,6.55,33-70 %,1401978.397
58,0.700177885,Mainroad ,Highway ,1,6.55,33-70 %,210053.3654
59,2.4988101,Mainroad ,Highway ,0,0.3,5-33 %,112446.4545
59,2.4988101,Mainroad ,Highway ,0,0.3,5-33 %,112446.4545
59,4.7316699,Mainroad ,Highway ,0,0.3,5-33 %,212925.1455
59,4.9712,Mainroad ,Highway ,0,0.3,5-33 %,223704
59,3.2521601,Mainroad ,Highway ,0,0.3,5-33 %,146347.2045
59,4.9788499,Mainroad ,Highway ,0,0.3,5-33 %,224048.2455
59,4.8954701,Mainroad ,Highway ,0,0.3,5-33 %,220296.1545
59,3.15167,Mainroad ,Highway ,0,0.3,5-33 %,141825.15
59,4.8814101,Mainroad ,Highway ,0,0.3,5-33 %,219663.4545
59,4.91436,Mainroad ,Highway ,0,0.3,5-33 %,221146.2
59,4.7943201,Mainroad ,Highway ,0,0.3,5-33 %,215744.4045
59,0.189322,Mainroad ,Highway ,0,0.3,5-33 %,8519.49
59,4.7930498,Mainroad ,Highway ,0,0.3,5-33 %,215687.241
59,4.8914499,Mainroad ,Highway ,0,0.3,5-33 %,220115.2455
59,4.8529401,Mainroad ,Highway ,0,0.3,5-33 %,218382.3045
59,5,Mainroad ,Highway ,0,0.3,5-33 %,225000
59,4.25495,Mainroad ,Highway ,1,6.55,0-5 %,319121.25
59,4.25495,Mainroad ,Highway ,1,6.55,0-5 %,319121.25
59,4.2865,Mainroad ,Highway ,1,6.55,0-5 %,321487.5
59,2.3289499,Mainroad ,Highway ,1,6.55,5-33 %,256184.489
59,2.3289499,Mainroad ,Highway ,1,6.55,5-33 %,256184.489
59,4.99892,Mainroad ,Highway ,1,6.55,5-33 %,549881.2
59,4.9242902,Mainroad ,Highway ,1,6.55,5-33 %,541671.922
59,0.0060343,Mainroad ,Highway ,1,6.55,5-33 %,663.773
59,4.92171,Mainroad ,Highway ,1,6.55,5-33 %,541388.1
59,4.99893,Mainroad ,Highway ,1,6.55,5-33 %,549882.3
59,0.0060343,Mainroad ,Highway ,1,6.55,5-33 %,663.773
59,4.9092002,Mainroad ,Highway ,1,6.55,5-33 %,540012.022
59,4.1884298,Mainroad ,Highway ,1,6.55,5-33 %,460727.278
59,2.6256399,Mainroad ,Highway ,1,6.55,5-33 %,288820.389
59,4.78898,Mainroad ,Highway ,1,6.55,5-33 %,526787.8
59,2.9635701,Mainroad ,Highway ,1,6.55,5-33 %,325992.711
59,4.8515701,Mainroad ,Highway ,1,6.55,5-33 %,533672.711
59,4.9954,Mainroad ,Highway ,1,6.55,5-33 %,549494
59,4.7080002,Mainroad ,Highway ,1,6.55,5-33 %,517880.022
59,4.9643698,Mainroad ,Highway ,1,6.55,5-33 %,546080.678
59,4.9952302,Mainroad ,Highway ,1,6.55,5-33 %,549475.322
59,4.6017699,Mainroad ,Highway ,1,6.55,5-33 %,506194.689
59,5,Mainroad ,Highway ,1,6.55,5-33 %,550000
59,0.189322,Mainroad ,Highway ,1,6.55,5-33 %,20825.42
60,0.050541672,Mainroad ,Highway ,1,6.55,0-5 %,3790.625413
60,0.26859958,Mainroad ,Highway ,1,6.55,0-5 %,20144.96849
60,0.288583477,Mainroad ,Highway ,1,6.55,0-5 %,21643.76078
60,0.288586433,Mainroad ,Highway ,1,6.55,0-5 %,21643.98246
60,2.127692339,Mainroad ,Highway ,1,6.55,0-5 %,159576.9254
60,3.634102017,Mainroad ,Highway ,1,6.55,0-5 %,272557.6513
60,4.767945781,Mainroad ,Highway ,1,6.55,0-5 %,357595.9335
60,4.771596223,Mainroad ,Highway ,1,6.55,0-5 %,357869.7167
60,4.802997584,Mainroad ,Highway ,1,6.55,0-5 %,360224.8188
60,4.809579125,Mainroad ,Highway ,1,6.55,0-5 %,360718.4344
60,4.838433756,Mainroad ,Highway ,1,6.55,0-5 %,362882.5317
60,4.872066483,Mainroad ,Highway ,1,6.55,0-5 %,365404.9862
60,4.873678986,Mainroad ,Highway ,1,6.55,0-5 %,365525.9239
60,4.885173346,Mainroad ,Highway ,1,6.55,0-5 %,366388.001
60,4.885209558,Mainroad ,Highway ,1,6.55,0-5 %,366390.7169
60,4.912070997,Mainroad ,Highway ,1,6.55,0-5 %,368405.3248
60,4.925299543,Mainroad ,Highway ,1,6.55,0-5 %,369397.4657
60,4.927977832,Mainroad ,Highway ,1,6.55,0-5 %,369598.3374
60,4.957322957,Mainroad ,Highway ,1,6.55,0-5 %,371799.2218
60,4.958004226,Mainroad ,Highway ,1,6.55,0-5 %,371850.317
60,4.962720562,Mainroad ,Highway ,1,6.55,0-5 %,372204.0421
60,4.968010554,Mainroad ,Highway ,1,6.55,0-5 %,372600.7915
60,4.976293037,Mainroad ,Highway ,1,6.55,0-5 %,373221.9778
60,4.976778117,Mainroad ,Highway ,1,6.55,0-5 %,373258.3588
60,4.992445271,Mainroad ,Highway ,1,6.55,0-5 %,374433.3954
60,4.993116685,Mainroad ,Highway ,1,6.55,0-5 %,374483.7514
60,4.995229604,Mainroad ,Highway ,1,6.55,0-5 %,374642.2203
60,0.050541691,Mainroad ,Highway ,1,6.55,5-33 %,5559.586043
60,0.274178958,Mainroad ,Highway ,1,6.55,5-33 %,30159.68533
60,0.423493682,Mainroad ,Highway ,1,6.55,5-33 %,46584.30503
60,2.215807662,Mainroad ,Highway ,1,6.55,5-33 %,243738.8428
60,2.774390384,Mainroad ,Highway ,1,6.55,5-33 %,305182.9422
60,3.094828632,Mainroad ,Highway ,1,6.55,5-33 %,340431.1495
60,3.253220791,Mainroad ,Highway ,1,6.55,5-33 %,357854.287
60,3.268467008,Mainroad ,Highway ,1,6.55,5-33 %,359531.3708
60,3.632181918,Mainroad ,Highway ,1,6.55,5-33 %,399540.011
60,3.90141695,Mainroad ,Highway ,1,6.55,5-33 %,429155.8645
60,4.093208176,Mainroad ,Highway ,1,6.55,5-33 %,450252.8993
60,4.146334382,Mainroad ,Highway ,1,6.55,5-33 %,456096.782
60,4.223341137,Mainroad ,Highway ,1,6.55,5-33 %,464567.525
60,4.308223581,Mainroad ,Highway ,1,6.55,5-33 %,473904.5939
60,4.345665292,Mainroad ,Highway ,1,6.55,5-33 %,478023.1821
60,4.358957617,Mainroad ,Highway ,1,6.55,5-33 %,479485.3379
60,4.37783842,Mainroad ,Highway ,1,6.55,5-33 %,481562.2262
60,4.438974571,Mainroad ,Highway ,1,6.55,5-33 %,488287.2028
60,4.439367469,Mainroad ,Highway ,1,6.55,5-33 %,488330.4216
60,4.55069347,Mainroad ,Highway ,1,6.55,5-33 %,500576.2817
60,4.552801139,Mainroad ,Highway ,1,6.55,5-33 %,500808.1253
60,4.680668942,Mainroad ,Highway ,1,6.55,5-33 %,514873.5836
60,4.746833151,Mainroad ,Highway ,1,6.55,5-33 %,522151.6466
60,4.781020172,Mainroad ,Highway ,1,6.55,5-33 %,525912.219
60,4.807213914,Mainroad ,Highway ,1,6.55,5-33 %,528793.5305
60,4.827833856,Mainroad ,Highway ,1,6.55,5-33 %,531061.7241
60,4.865832832,Mainroad ,Highway ,1,6.55,5-33 %,535241.6115
60,4.870735493,Mainroad ,Highway ,1,6.55,5-33 %,535780.9042
60,4.899139193,Mainroad ,Highway ,1,6.55,5-33 %,538905.3113
60,4.900089912,Mainroad ,Highway ,1,6.55,5-33 %,539009.8904
60,4.911516494,Mainroad ,Highway ,1,6.55,5-33 %,540266.8144
60,4.926137328,Mainroad ,Highway ,1,6.55,5-33 %,541875.1061
60,4.949839147,Mainroad ,Highway ,1,6.55,5-33 %,544482.3062
60,4.950355603,Mainroad ,Highway ,1,6.55,5-33 %,544539.1163
60,4.953295165,Mainroad ,Highway ,1,6.55,5-33 %,544862.4681
60,4.964346747,Mainroad ,Highway ,1,6.55,5-33 %,546078.1422
60,4.986970295,Mainroad ,Highway ,1,6.55,5-33 %,548566.7324
60,4.991694393,Mainroad ,Highway ,1,6.55,5-33 %,549086.3832
60,4.99317622,Mainroad ,Highway ,1,6.55,5-33 %,549249.3843
60,4.994451291,Mainroad ,Highway ,1,6.55,5-33 %,549389.642
60,4.999619485,Mainroad ,Highway ,1,6.55,5-33 %,549958.1433
61,1.438093932,Mainroad ,Highway ,1,6.55,0-5 %,107857.0449
61,1.438093932,Mainroad ,Highway ,1,6.55,0-5 %,107857.0449
61,1.845098156,Mainroad ,Highway ,1,6.55,0-5 %,138382.3617
61,1.845098156,Mainroad ,Highway ,1,6.55,0-5 %,138382.3617
61,2.71441403,Mainroad ,Highway ,1,6.55,0-5 %,203581.0522
61,2.71441403,Mainroad ,Highway ,1,6.55,0-5 %,203581.0522
61,2.157396306,Mainroad ,Highway ,1,6.55,0-5 %,161804.723
